city,street,number,postal_code,state,lon,lat
Katowice,Plac Alfreda,3,40-153,istniejacy,269489.7459,500809.1022
Katowice,Plac Alfreda,4,40-153,istniejacy,269480.262499999,500776.3395
Katowice,Plac Alfreda,8,40-153,istniejacy,269479.6676,500750.6098
Katowice,Plac Alfreda,9,40-153,istniejacy,269464.9593,500760.0304
Katowice,Plac Alfreda,11,40-153,istniejacy,269437.459100001,500779.9566
Katowice,Plac Alfreda,12,40-153,istniejacy,269421.5253,500818.3562
Katowice,Plac Alfreda,13,40-153,istniejacy,269380.3949,500812.1001
Katowice,Lwowska,28,40-389,istniejacy,265598.6658,506666.8445
Katowice,Lwowska,30a,40-389,istniejacy,265549.5403,506666.1089
Katowice,Lwowska,30b,40-389,istniejacy,265537.6658,506662.4425
Katowice,Lwowska,30,40-389,istniejacy,265559.3846,506667.0792
Katowice,Wyrobiskowa,5,40-307,istniejacy,268578.611500001,504440.017
Katowice,Wyrobiskowa,8,40-307,istniejacy,268571.991599999,504474.2494
Katowice,Wyrobiskowa,9,40-307,istniejacy,268620.906400001,504461.2038
Katowice,Wyrobiskowa,12,40-307,istniejacy,268597.9504,504482.6251
Katowice,Wyrobiskowa,13,40-307,istniejacy,268637.6479,504475.5187
Katowice,Wyrobiskowa,15,40-307,istniejacy,268646.1831,504478.6925
Katowice,Wyrobiskowa,17,40-307,istniejacy,268664.9277,504484.5118
Katowice,Wyrobiskowa,18,40-307,istniejacy,268643.621099999,504495.8527
Katowice,Wyrobiskowa,20,40-307,istniejacy,268649.5177,504497.7048
Katowice,Lwowska,38,40-389,istniejacy,265043.6808,506480.7614
Katowice,Lwowska,42,40-414,istniejacy,264681.147399999,506402.8353
Katowice,Lwowska,44,40-414,istniejacy,264665.2937,506399.7313
Katowice,Lwowska,46,40-414,istniejacy,264644.6044,506396.1417
Katowice,Lwowska,48,40-414,istniejacy,264631.4564,506393.9105
Katowice,Lwowska,50,40-414,istniejacy,264613.861400001,506390.6122
Katowice,Lwowska,60,40-414,istniejacy,264522.02,506366.1928
Katowice,Lwowska,62,40-414,istniejacy,264498.8224,506354.4804
Katowice,Pierwiosnków,32,40-750,istniejacy,257533.6598,499179.6885
Katowice,Pierwiosnków,28,40-750,istniejacy,257576.0518,499208.9628
Katowice,Pierwiosnków,35,40-750,istniejacy,257558.339299999,499148.2125
Katowice,Pierwiosnków,33,40-750,istniejacy,257559.707,499158.6846
Katowice,Opolska,22,40-084,istniejacy,266125.9255,500788.5463
Katowice,Opolska,18,40-084,istniejacy,266049.223200001,500915.2815
Katowice,Opolska,15,40-084,istniejacy,266039.3422,500968.0652
Katowice,Opolska,13,40-084,istniejacy,266028.894099999,500983.4267
Katowice,Opolska,11,40-084,istniejacy,266014.6894,501004.8861
Katowice,Opolska,7,40-084,istniejacy,265976.421800001,501060.47
Katowice,Opolska,8,40-084,istniejacy,265959.0657,501048.9637
Katowice,Wyrobiskowa,19,40-307,istniejacy,268680.679099999,504488.8328
Katowice,Pierwiosnków,30,40-750,istniejacy,257551.570499999,499186.9626
Katowice,Pierwiosnków,29,40-750,istniejacy,257607.659,499215.3692
Katowice,Pierwiosnków,23,40-750,istniejacy,257631.6677,499249.5757
Katowice,Pierwiosnków,21,40-750,istniejacy,257635.4365,499270.3811
Katowice,Pierwiosnków,24,40-750,istniejacy,257606.138800001,499255.2661
Katowice,Pierwiosnków,26,40-750,istniejacy,257591.466399999,499232.6292
Katowice,Opolska,6,40-084,istniejacy,265947.4431,501067.0229
Katowice,Opolska,5,40-084,istniejacy,265965.5044,501075.9481
Katowice,Opolska,3,40-084,istniejacy,265954.3521,501093.0691
Katowice,Opolska,1,40-084,istniejacy,265942.0273,501110.658
Katowice,Opolska,4,40-084,istniejacy,265934.7655,501086.0192
Katowice,Opolska,2,40-084,istniejacy,265923.613399999,501102.9064
Katowice,Stacyjna,2,40-310,istniejacy,267733.7097,504814.5012
Katowice,Stacyjna,4,40-310,istniejacy,267692.876499999,504801.6844
Katowice,Stacyjna,1,40-310,istniejacy,267716.645,504822.2473
Katowice,Stacyjna,3,40-310,istniejacy,267691.9639,504814.3505
Katowice,Stacyjna,5,40-310,istniejacy,267674.978,504810.1998
Katowice,Stacyjna,7,40-310,istniejacy,267652.294600001,504801.7932
Katowice,Pierwiosnków,22,40-750,istniejacy,257621.4997,499273.3774
Katowice,Pierwiosnków,20,40-750,istniejacy,257622.373299999,499290.2111
Katowice,Jana Wantuły,27,40-750,istniejacy,258007.114600001,499908.9863
Katowice,Szybowa,2,40-593,istniejacy,264398.881200001,499630.2372
Katowice,Szybowa,4,40-593,istniejacy,264400.3331,499616.398
Katowice,Szybowa,4a,40-593,istniejacy,264417.7051,499601.0314
Katowice,Pogodna,1,40-319,istniejacy,267364.0229,505123.8971
Katowice,Pogodna,3,40-319,istniejacy,267355.289000001,505111.7071
Katowice,Pogodna,5,40-319,istniejacy,267346.385500001,505099.4829
Katowice,Pogodna,2,40-319,istniejacy,267388.132300001,505101.1227
Katowice,Pogodna,2a,40-319,istniejacy,267399.3375,505091.9667
Katowice,Pogodna,2b,40-319,istniejacy,267410.373299999,505083.1493
Katowice,Pogodna,4,40-319,istniejacy,267366.1713,505069.205
Katowice,Pogodna,4a,40-319,istniejacy,267378.8203,505059.031
Katowice,Pogodna,4b,40-319,istniejacy,267391.4684,505049.4517
Katowice,Pierwiosnków,18,40-750,istniejacy,257625.888499999,499307.338
Katowice,Pierwiosnków,16,40-750,istniejacy,257630.8739,499325.0534
Katowice,Pierwiosnków,8,40-750,istniejacy,257632.154200001,499378.6204
Katowice,Pierwiosnków,6,40-750,istniejacy,257655.452299999,499387.048
Katowice,Pierwiosnków,11,40-750,istniejacy,257651.973099999,499318.805
Katowice,Pierwiosnków,9,40-750,istniejacy,257658.997,499340.8533
Katowice,Opolska,47,40-084,istniejacy,266247.3784,500660.0083
Katowice,Opolska,46,40-084,prognozowany,266231.531400001,500644.5516
Katowice,Opolska,44,40-084,prognozowany,266214.2481,500669.3947
Katowice,Opolska,40,40-084,prognozowany,266187.4574,500711.3648
Katowice,Szybowa,5,40-593,istniejacy,264379.4539,499609.1469
Katowice,Pogodna,6,40-319,istniejacy,267339.7196,505029.7295
Katowice,Pogodna,6a,40-319,istniejacy,267353.300899999,505020.8283
Katowice,Pogodna,6b,40-319,istniejacy,267367.2203,505013.6267
Katowice,Pogodna,8,40-319,istniejacy,267318.6964,504990.3419
Katowice,Pogodna,8a,40-319,istniejacy,267332.0726,504981.9037
Katowice,Pogodna,8b,40-319,istniejacy,267345.858200001,504974.3215
Katowice,PCK,2,40-057,istniejacy,265052.736400001,501092.3732
Katowice,PCK,4,40-057,istniejacy,265055.919,501070.8108
Katowice,PCK,3,40-057,istniejacy,265044.5197,501035.6018
Katowice,PCK,5,40-057,istniejacy,265048.336100001,501012.9826
Katowice,PCK,7,40-057,istniejacy,265051.942,500988.0369
Katowice,PCK,6,40-057,istniejacy,265061.2216,501034.3448
Katowice,PCK,8,40-057,istniejacy,265066.624,501012.9951
Katowice,Józefa Biniszkiewicza,13,40-300,istniejacy,267642.9474,503959.4069
Katowice,Józefa Biniszkiewicza,15,40-300,istniejacy,267655.3509,503962.9054
Katowice,Józefa Biniszkiewicza,17,40-300,istniejacy,267668.489800001,503966.8635
Katowice,Józefa Biniszkiewicza,19,40-300,istniejacy,267681.261600001,503970.1801
Katowice,Józefa Biniszkiewicza,21,40-300,istniejacy,267694.0321,503973.5876
Katowice,Józefa Biniszkiewicza,23,40-300,istniejacy,267686.4837,503997.107
Katowice,Józefa Biniszkiewicza,25,40-300,istniejacy,267674.3563,503992.3209
Katowice,Józefa Biniszkiewicza,27,40-300,istniejacy,267660.9417,503989.0977
Katowice,Józefa Biniszkiewicza,29,40-300,istniejacy,267648.723300001,503985.1389
Katowice,Józefa Biniszkiewicza,31,40-300,istniejacy,267635.584000001,503982.0993
Katowice,Józefa Biniszkiewicza,33,40-300,istniejacy,267624.992000001,504026.1994
Katowice,Józefa Biniszkiewicza,35,40-300,istniejacy,267636.9365,504029.4219
Katowice,PCK,10,40-057,istniejacy,265069.173699999,500986.9919
Katowice,PCK,9,40-057,istniejacy,265061.582900001,500943.7518
Katowice,PCK,17,40-057,istniejacy,265062.2313,500912.5682
Katowice,PCK,19,40-057,istniejacy,265067.9658,500858.1327
Katowice,Pierwiosnków,7,40-750,istniejacy,257665.645400001,499361.7011
Katowice,Pierwiosnków,6a,40-750,istniejacy,257667.8728,499411.6717
Katowice,Pierwiosnków,4,40-750,istniejacy,257676.937899999,499427.5099
Katowice,Pierwiosnków,2,40-750,istniejacy,257678.0121,499436.3181
Katowice,Pierwiosnków,1,40-750,istniejacy,257691.872199999,499411.809
Katowice,Okrąglica,1,40-748,istniejacy,257479.613399999,498621.037
Katowice,Okrąglica,5,40-748,istniejacy,257454.215700001,498629.5997
Katowice,Okrąglica,17,40-748,istniejacy,257473.8224,498657.6743
Katowice,Okrąglica,15,40-748,istniejacy,257456.161,498660.2007
Katowice,Paproci,1,40-693,istniejacy,260929.0801,497691.7913
Katowice,Paproci,3,40-693,istniejacy,260938.5001,497679.7777
Katowice,Paproci,5,40-693,istniejacy,260944.273399999,497670.9874
Katowice,Paproci,7,40-693,istniejacy,260950.7238,497656.1717
Katowice,Józefa Biniszkiewicza,37,40-300,istniejacy,267649.7993,504033.1055
Katowice,Józefa Biniszkiewicza,51,40-300,istniejacy,267619.1919,504046.0445
Katowice,Józefa Biniszkiewicza,49,40-300,istniejacy,267632.973999999,504049.3597
Katowice,Józefa Biniszkiewicza,47,40-300,istniejacy,267644.9169,504053.2268
Katowice,Józefa Biniszkiewicza,45,40-300,istniejacy,267656.3103,504056.6328
Katowice,Józefa Biniszkiewicza,39,40-300,istniejacy,267661.6513,504036.5126
Katowice,Józefa Biniszkiewicza,41,40-300,istniejacy,267673.9629,504040.0109
Katowice,Józefa Biniszkiewicza,43,40-300,istniejacy,267669.6329,504059.8568
Katowice,Lwowska,44a,40-414,istniejacy,264673.339,506370.751
Katowice,Transportowców,35,40-403,istniejacy,264960.5252,505456.8555
Katowice,Okrąglica,13,40-748,istniejacy,257433.4911,498666.9376
Katowice,Okrąglica,7,40-748,istniejacy,257402.7907,498647.1555
Katowice,Okrąglica,6,40-748,istniejacy,257497.0568,498660.5138
Katowice,Okrąglica,8,40-748,istniejacy,257516.948799999,498689.2739
Katowice,Okrąglica,10,40-748,istniejacy,257489.3838,498696.23
Katowice,Okrąglica,19,40-748,istniejacy,257476.5481,498693.5891
Katowice,Paproci,9,40-693,istniejacy,260954.2468,497649.1543
Katowice,Paproci,11,40-693,istniejacy,260959.8607,497632.967
Katowice,Paproci,13,40-693,istniejacy,260963.5284,497624.259
Katowice,Paproci,15,40-693,istniejacy,260969.715500001,497611.293
Katowice,Paproci,17,40-693,istniejacy,260973.795600001,497603.5084
Katowice,Paproci,19,40-693,istniejacy,260982.0856,497591.5918
Katowice,Paproci,21,40-693,istniejacy,260987.352700001,497585.3072
Katowice,Lwowska,10,40-389,istniejacy,265883.142200001,506702.1946
Katowice,Lwowska,12,40-389,istniejacy,265858.373400001,506694.5127
Katowice,Okrąglica,14,40-748,istniejacy,257487.0537,498724.1482
Katowice,Okrąglica,16,40-748,istniejacy,257486.857100001,498738.589
Katowice,Hutnicza,10,40-241,istniejacy,265356.995200001,504069.9026
Katowice,Hutnicza,8,40-241,istniejacy,265229.0133,504074.3762
Katowice,Hutnicza,6,40-241,istniejacy,265160.673699999,504087.7439
Katowice,Ks. bpa Arkadiusza Lisieckiego,12,40-070,istniejacy,264989.375499999,500329.5088
Katowice,Ks. bpa Arkadiusza Lisieckiego,13,40-070,istniejacy,264965.103800001,500374.65
Katowice,Ks. bpa Arkadiusza Lisieckiego,15,40-070,istniejacy,264959.593900001,500358.7225
Katowice,Ks. bpa Arkadiusza Lisieckiego,17,40-070,istniejacy,264954.329500001,500343.5768
Katowice,Ks. bpa Arkadiusza Lisieckiego,14,40-070,istniejacy,264980.503799999,500303.6641
Katowice,Ks. bpa Arkadiusza Lisieckiego,16,40-070,istniejacy,264975.6109,500288.2396
Katowice,Plac Powstańców Śląskich,3,40-377,istniejacy,266088.0765,506793.3407
Katowice,Plac Powstańców Śląskich,6,40-337,istniejacy,266195.483999999,506764.9185
Katowice,Plac Powstańców Śląskich,7a,40-337,istniejacy,266190.2819,506783.5513
Katowice,Plac Powstańców Śląskich,7,40-337,istniejacy,266187.295600001,506797.9295
Katowice,Plac Powstańców Śląskich,8,40-337,istniejacy,266239.0525,506812.3459
Katowice,Józefa Lompy,1,40-030,istniejacy,265396.1094,501770.8644
Katowice,Józefa Lompy,2,40-040,istniejacy,265403.9286,501788.224
Katowice,Okrąglica,2,40-748,istniejacy,257499.5901,498616.2934
Katowice,Okrąglica,4,40-748,istniejacy,257497.251499999,498638.211
Katowice,Okrąglica,25,40-748,istniejacy,257463.364499999,498769.5828
Katowice,Okrąglica,27,40-748,istniejacy,257461.280200001,498809.2707
Katowice,Okrąglica,20,40-748,istniejacy,257484.676899999,498768.8857
Katowice,Okrąglica,24,40-748,istniejacy,257479.9696,498797.2187
Katowice,Okrąglica,24a,40-748,istniejacy,257478.6801,498807.6763
Katowice,Okrąglica,20a,40-748,istniejacy,257504.8488,498775.3845
Katowice,Okrąglica,32,40-748,istniejacy,257525.069399999,498813.7999
Katowice,Okrąglica,30,40-748,istniejacy,257523.809599999,498823.3823
Katowice,Okrąglica,42,40-748,istniejacy,257492.553300001,498893.5163
Katowice,Lipowa,1,40-103,istniejacy,267216.699200001,499726.2754
Katowice,Lipowa,2,40-102,istniejacy,267230.171,499714.6743
Katowice,Lipowa,4,40-102,istniejacy,267220.7925,499696.8889
Katowice,Lipowa,3,40-103,istniejacy,267207.1984,499709.107
Katowice,Ks. bpa Arkadiusza Lisieckiego,18,40-070,istniejacy,264970.308900001,500272.6117
Katowice,Ks. bpa Arkadiusza Lisieckiego,19,40-070,istniejacy,264945.486199999,500317.1838
Katowice,Ks. bpa Arkadiusza Lisieckiego,21,40-070,istniejacy,264939.9735,500302.2867
Katowice,Ks. bpa Arkadiusza Lisieckiego,23,40-070,istniejacy,264934.627699999,500286.2754
Katowice,Ks. bpa Arkadiusza Lisieckiego,25,40-070,istniejacy,264927.306700001,500256.9596
Katowice,Ks. bpa Arkadiusza Lisieckiego,25a,40-070,istniejacy,264910.2368,500262.7739
Katowice,Ks. bpa Arkadiusza Lisieckiego,27,40-070,istniejacy,264899.281,500229.6615
Katowice,Ks. bpa Arkadiusza Lisieckiego,29,40-070,istniejacy,264894.243000001,500215.6592
Katowice,Ks. bpa Arkadiusza Lisieckiego,31,40-070,istniejacy,264889.1141,500199.9447
Katowice,Ks. bpa Arkadiusza Lisieckiego,33,40-070,istniejacy,264899.514900001,500157.1969
Katowice,Ks. bpa Arkadiusza Lisieckiego,33a,40-070,istniejacy,264878.5636,500164.3303
Katowice,Ks. bpa Arkadiusza Lisieckiego,35,40-070,istniejacy,264867.352399999,500139.6005
Katowice,Józefa Lompy,4,40-040,istniejacy,265381.8128,501784.5073
Katowice,Józefa Lompy,6,40-040,istniejacy,265364.1423,501781.5347
Katowice,Józefa Lompy,8,40-040,istniejacy,265347.6348,501778.8787
Katowice,Józefa Lompy,7,40-030,istniejacy,265283.5255,501744.979
Katowice,Józefa Lompy,9,40-030,istniejacy,265265.9608,501740.5228
Katowice,Józefa Lompy,14,40-040,istniejacy,265025.3485,501719.1065
Katowice,Józefa Lompy,16,40-038,istniejacy,264894.0013,501707.1818
Katowice,Józefa Lompy,15a,40-038,istniejacy,264881.000499999,501681.4586
Katowice,Józefa Lompy,15b,40-038,istniejacy,264859.730599999,501679.6471
Katowice,Józefa Lompy,15c,40-038,istniejacy,264838.8836,501677.5184
Katowice,Józefa Lompy,15d,40-038,istniejacy,264884.301000001,501645.9032
Katowice,Józefa Lompy,15e,40-038,istniejacy,264863.0315,501643.9858
Katowice,Podleśna,68,40-748,istniejacy,257032.636399999,498637.8898
Katowice,Podleśna,66,40-748,istniejacy,257017.913799999,498616.511
Katowice,Podleśna,64,40-748,istniejacy,257007.412599999,498610.7198
Katowice,Podleśna,62,40-748,istniejacy,256997.0264,498603.9579
Katowice,Podleśna,60,40-748,istniejacy,256986.393100001,498591.0759
Katowice,Podleśna,58,40-748,istniejacy,256979.3807,498586.9486
Katowice,Rozmarynu,7,40-750,istniejacy,257893.3851,498517.695
Katowice,Rozmarynu,5,40-750,istniejacy,257889.3343,498556.9213
Katowice,Rozmarynu,3,40-750,istniejacy,257882.026000001,498612.1235
Katowice,Rozmarynu,4,40-750,istniejacy,257870.906400001,498591.7674
Katowice,Lipowa,8,40-102,istniejacy,267196.484099999,499652.056
Katowice,Lipowa,5,40-103,istniejacy,267193.255100001,499682.7984
Katowice,Lipowa,7,40-103,istniejacy,267183.381899999,499665.3831
Katowice,Lipowa,9a,40-103,istniejacy,267161.219,499650.8962
Katowice,Lipowa,9b,40-103,istniejacy,267167.7554,499635.3106
Katowice,Lipowa,9c,40-103,istniejacy,267173.604499999,499621.3195
Katowice,Pogodna,7,40-319,istniejacy,267315.5207,505061.1095
Katowice,Pogodna,9,40-319,istniejacy,267308.484300001,505048.2068
Katowice,Pogodna,11,40-319,istniejacy,267301.618100001,505035.0505
Katowice,Ks. bpa Arkadiusza Lisieckiego,37,40-070,istniejacy,264861.530300001,500121.551
Katowice,Ks. bpa Arkadiusza Lisieckiego,39,40-070,istniejacy,264861.5513,500107.2488
Katowice,Józefa Lompy,15f,40-038,istniejacy,264841.7611,501642.2811
Katowice,Józefa Lompy,18,40-038,istniejacy,264844.0548,501704.0839
Katowice,Józefa Lompy,20,40-038,istniejacy,264819.2936,501700.3657
Katowice,Józefa Lompy,22,40-038,istniejacy,264793.5779,501699.9266
Katowice,Józefa Lompy,24,40-038,istniejacy,264734.494200001,501692.4847
Katowice,Józefa Lompy,24a,40-038,istniejacy,264747.441199999,501694.2924
Katowice,Józefa Lompy,24b,40-038,istniejacy,264760.2707,501694.4986
Katowice,Józefa Lompy,17,40-038,istniejacy,264789.2541,501673.8911
Katowice,Józefa Lompy,26,40-038,istniejacy,264688.181,501690.7658
Katowice,Józefa Lompy,30,40-038,istniejacy,264535.220899999,501681.2845
Katowice,Podleśna,56,40-748,istniejacy,256961.467800001,498570.5877
Katowice,Podleśna,54,40-748,istniejacy,256952.107899999,498565.1571
Katowice,Podleśna,52,40-748,istniejacy,256916.8838,498578.4449
Katowice,Podleśna,28,40-748,istniejacy,256844.2862,498486.4043
Katowice,Podleśna,46,40-748,istniejacy,256814.6472,498542.7619
Katowice,Podleśna,44,40-748,istniejacy,256778.171800001,498532.2259
Katowice,Podleśna,26,40-748,istniejacy,256775.8432,498472.4117
Katowice,Rozmarynu,6,40-750,istniejacy,257874.8278,498552.2815
Katowice,Pogodna,13,40-319,istniejacy,267294.7522,505021.8073
Katowice,Pogodna,15,40-319,istniejacy,267285.764599999,505008.4796
Katowice,Muchowiec,54,40-508,istniejacy,263234.091700001,501784.7831
Katowice,Muchowiec,53a,40-508,istniejacy,263217.791099999,501771.7983
Katowice,Muchowiec,53b,40-508,istniejacy,263197.064300001,501737.7334
Katowice,Muchowiec,60,40-508,istniejacy,263237.031199999,501711.4025
Katowice,Podleśna,36,40-748,istniejacy,256804.2465,498498.8035
Katowice,Podleśna,42,40-748,istniejacy,256745.8314,498518.8068
Katowice,Podleśna,40,40-748,istniejacy,256762.3301,498506.316
Katowice,Podleśna,20,40-748,istniejacy,256740.0902,498464.1352
Katowice,Lwowska,14,40-389,istniejacy,265819.7788,506682.1558
Katowice,im. Ks. Emila Szramka,1,40-014,istniejacy,265538.679,502109.9699
Katowice,im. Ks. Emila Szramka,2,40-014,istniejacy,265520.0206,502168.2404
Katowice,im. Ks. Emila Szramka,4,40-014,istniejacy,265516.819800001,502201.9552
Katowice,Lwowska,2,40-389,istniejacy,266110.6371,506751.8449
Katowice,Lwowska,4,40-389,istniejacy,266060.0789,506749.3114
Katowice,Lwowska,8,40-389,istniejacy,265973.9395,506730.8297
Katowice,Lwowska,6,40-389,istniejacy,265995.741800001,506741.8059
Katowice,Lwowska,5,40-389,istniejacy,265973.563200001,506755.2898
Katowice,Lwowska,7,40-389,istniejacy,265944.654999999,506750.8772
Katowice,Lwowska,20,40-389,istniejacy,265717.748299999,506628.5121
Katowice,Muchowiec,53,40-508,istniejacy,263262.2728,501729.0346
Katowice,Muchowiec,55,40-508,istniejacy,263288.403899999,501729.8967
Katowice,Muchowiec,52,40-508,istniejacy,263302.303099999,501664.5324
Katowice,Bazaltowa,291,40-518,istniejacy,263627.585999999,501323.6587
Katowice,Bazaltowa,296,40-518,istniejacy,263619.1842,501388.6103
Katowice,Bazaltowa,302,40-518,istniejacy,263560.7684,501381.1095
Katowice,Podleśna,70,40-748,prognozowany,257063.729599999,498660.7396
Katowice,Podleśna,18,40-748,istniejacy,256741.022700001,498454.4375
Katowice,Podleśna,12c,40-748,istniejacy,256815.225299999,498404.2716
Katowice,Podleśna,12b,40-748,istniejacy,256786.554099999,498395.5662
Katowice,Podleśna,10d,40-748,istniejacy,256765.8095,498352.5195
Katowice,Podleśna,10c,40-748,istniejacy,256739.4208,498342.5294
Katowice,Podleśna,12,40-748,istniejacy,256690.1744,498367.3981
Katowice,Podleśna,14,40-748,istniejacy,256701.362199999,498392.7871
Katowice,Podleśna,8,40-748,istniejacy,256654.4517,498331.6791
Katowice,Podleśna,6,40-748,istniejacy,256637.935699999,498309.424
Katowice,Podleśna,4,40-748,istniejacy,256636.159299999,498302.3724
Katowice,Lwowska,18,40-389,istniejacy,265711.154200001,506581.9079
Katowice,Lwowska,16,40-389,istniejacy,265700.9855,506538.2588
Katowice,Lwowska,22,40-389,istniejacy,265658.159,506621.9948
Katowice,Lwowska,24,40-389,istniejacy,265694.936000001,506679.15
Katowice,Lwowska,26,40-389,istniejacy,265650.302200001,506673.6349
Katowice,Lwowska,15,40-389,istniejacy,265596.536900001,506701.9996
Katowice,Lwowska,15a,40-389,istniejacy,265578.543500001,506698.601
Katowice,Lwowska,17,40-389,istniejacy,265546.903999999,506690.7639
Katowice,Lwowska,21a,40-389,istniejacy,265453.1527,506725.4067
Katowice,Lwowska,23,40-389,istniejacy,265390.1906,506689.6189
Katowice,Bazaltowa,375,40-518,istniejacy,263552.8215,501236.3056
Katowice,Bazaltowa,315,40-518,istniejacy,263423.907199999,501316.0356
Katowice,Bazaltowa,314,40-518,istniejacy,263431.6886,501359.2825
Katowice,Bazaltowa,312,40-518,istniejacy,263446.2719,501372.8761
Katowice,Podleśna,3,40-748,istniejacy,256649.152100001,498378.4497
Katowice,Podleśna,3a,40-748,istniejacy,256661.3883,498394.8274
Katowice,Podleśna,5,40-748,istniejacy,256667.332699999,498415.2823
Katowice,Podleśna,7,40-748,istniejacy,256683.773,498439.4761
Katowice,Podleśna,9,40-748,istniejacy,256663.473099999,498456.7169
Katowice,Podleśna,11,40-748,istniejacy,256674.288799999,498499.9943
Katowice,Jana Wantuły,11,40-750,istniejacy,257913.877800001,499606.5456
Katowice,Jana Wantuły,23,40-750,istniejacy,257998.6998,499854.5628
Katowice,Plac Alfreda,1,40-153,istniejacy,269507.3193,500796.7375
Katowice,Plac Alfreda,5,40-153,istniejacy,269488.009500001,500770.6508
Katowice,Plac Alfreda,7,40-153,istniejacy,269483.3225,500764.7108
Katowice,Ks. bpa Arkadiusza Lisieckiego,4,40-070,istniejacy,265056.202500001,500457.4559
Katowice,Ks. bpa Arkadiusza Lisieckiego,6,40-070,istniejacy,265015.3686,500419.7181
Katowice,Ks. bpa Arkadiusza Lisieckiego,8,40-070,istniejacy,265000.0712,500360.6289
Katowice,Ks. bpa Arkadiusza Lisieckiego,7,40-070,istniejacy,264995.161900001,500434.8877
Katowice,Ks. bpa Arkadiusza Lisieckiego,9,40-070,istniejacy,264990.406300001,500420.4044
Katowice,Ks. bpa Arkadiusza Lisieckiego,11,40-070,istniejacy,264986.129899999,500405.6498
Katowice,Ks. bpa Arkadiusza Lisieckiego,10,40-070,istniejacy,264994.881999999,500344.9346
Katowice,Bazaltowa,327,40-518,istniejacy,263827.889900001,501338.0544
Katowice,Bazaltowa,259,40-518,istniejacy,263919.7009,501387.3971
Katowice,Bazaltowa,251,40-518,istniejacy,263983.508300001,501407.1491
Katowice,Lwowska,11,40-389,istniejacy,265852.452400001,506758.8642
Katowice,Kombajnistów,27,40-804,istniejacy,263762.507099999,498305.1446
Katowice,Okrąglica,21,40-748,istniejacy,257473.5799,498712.2068
Katowice,Opolska,9,40-084,istniejacy,265998.7075,501026.1585
Katowice,Opolska,9a,40-084,istniejacy,266013.110400001,501026.301
Katowice,Opolska,14,40-084,istniejacy,266021.728499999,500948.7964
Katowice,Podleśna,14C,40-748,istniejacy,256779.8902,498417.1468
Katowice,Podleśna,50,40-748,wTrakcieBudowy,256856.7711,498544.3354
Katowice,Żurawinowa,7A,40-748,istniejacy,257771.146299999,498233.8274
Katowice,Żurawinowa,7,40-748,istniejacy,257760.8298,498231.7108
Katowice,Gajowa,13,40-721,istniejacy,261320.3456,497862.4979
Katowice,Zdzisława Hierowskiego,43A,40-750,wTrakcieBudowy,258892.340500001,498547.2536
Katowice,Głogowska,1,40-660,istniejacy,260381.936000001,498176.5184
Katowice,Głogowska,3,40-660,istniejacy,260384.6811,498188.9768
Katowice,Zdzisława Hierowskiego,65,40-750,istniejacy,259056.987500001,498456.8365
Katowice,Zdzisława Hierowskiego,42f,40-750,istniejacy,258943.568600001,498613.8552
Katowice,Zdzisława Hierowskiego,42g,40-750,istniejacy,258948.1861,498621.5866
Katowice,Zdzisława Hierowskiego,40,40-750,istniejacy,258895.8211,498579.1092
Katowice,Zdzisława Hierowskiego,40a,40-750,istniejacy,258898.884199999,498584.7069
Katowice,Zdzisława Hierowskiego,40b,40-750,istniejacy,258901.9154,498589.3279
Katowice,Zdzisława Hierowskiego,40c,40-750,istniejacy,258904.9099,498594.6719
Katowice,Zdzisława Hierowskiego,40d,40-750,istniejacy,258908.409,498599.6559
Katowice,Zdzisława Hierowskiego,40e,40-750,istniejacy,258911.476399999,498605.0738
Katowice,Zdzisława Hierowskiego,40f,40-750,istniejacy,258914.3618,498609.9846
Katowice,Zdzisława Hierowskiego,40g,40-750,istniejacy,258917.463199999,498615.1841
Katowice,Zdzisława Hierowskiego,40h,40-750,istniejacy,258920.820499999,498620.531
Katowice,Zdzisława Hierowskiego,40i,40-750,istniejacy,258923.6314,498625.4058
Katowice,Emerytalna,1,40-729,istniejacy,262023.865599999,497534.221
Katowice,Podleśna,48,40-748,istniejacy,256837.2138,498541.1038
Katowice,Zdzisława Hierowskiego,42,40-750,istniejacy,258916.1569,498566.9752
Katowice,Zdzisława Hierowskiego,42a,40-750,istniejacy,258920.739,498575.0359
Katowice,Zdzisława Hierowskiego,42b,40-750,istniejacy,258925.5734,498582.6183
Katowice,Zdzisława Hierowskiego,42c,40-750,istniejacy,258930.153999999,498590.564
Katowice,Zdzisława Hierowskiego,42d,40-750,istniejacy,258934.227499999,498598.545
Katowice,Żurawinowa,17,40-748,istniejacy,257919.458000001,498248.8903
Katowice,Zdzisława Hierowskiego,50,40-750,istniejacy,259028.565099999,498652.6127
Katowice,Zdzisława Hierowskiego,50a,40-750,istniejacy,259036.0627,498649.6271
Katowice,Zdzisława Hierowskiego,50b,40-750,istniejacy,259042.0624,498646.7713
Katowice,Zdzisława Hierowskiego,50c,40-750,istniejacy,259048.168299999,498644.2727
Katowice,Zdzisława Hierowskiego,50d,40-750,istniejacy,259054.3816,498641.5187
Katowice,Głogowska,6,40-660,istniejacy,260410.466800001,498184.5855
Katowice,Głogowska,5,40-660,istniejacy,260389.07,498210.6978
Katowice,Głogowska,7,40-660,istniejacy,260391.5941,498222.055
