city,street,number,postal_code,state,lon,lat
Katowice,Tunelowa,22a,40-676,istniejacy,259035.125399999,497652.253
Katowice,Tunelowa,22,40-676,istniejacy,259014.245200001,497655.6146
Katowice,Tunelowa,24d,40-676,istniejacy,259113.932600001,497607.7147
Katowice,Tunelowa,24e,40-676,istniejacy,259121.4899,497607.1138
Katowice,Sandacza,34i,40-748,istniejacy,258513.041300001,496204.7394
Katowice,Sandacza,34j,40-748,istniejacy,258538.182700001,496200.9827
Katowice,Sandacza,34k,40-748,istniejacy,258562.2697,496197.0798
Katowice,Sandacza,34l,40-748,istniejacy,258583.443,496193.7982
Katowice,Tunelowa,24f,40-676,istniejacy,259128.5206,497606.5058
Katowice,Tunelowa,24g,40-676,istniejacy,259136.2557,497605.7318
Katowice,Tunelowa,24h,40-676,istniejacy,259143.625600001,497606.0061
Katowice,Tunelowa,24i,40-676,istniejacy,259150.831900001,497605.4006
Katowice,Tunelowa,24j,40-676,istniejacy,259157.860300001,497604.9681
Katowice,Tunelowa,24k,40-676,istniejacy,259165.415100001,497604.5428
Katowice,Tunelowa,24l,40-676,istniejacy,259172.616599999,497604.2882
Katowice,Tunelowa,24m,40-676,istniejacy,259180.3423,497604.2162
Katowice,Tunelowa,24n,40-676,istniejacy,259189.830499999,497603.6412
Katowice,Sandacza,37e,40-748,istniejacy,258130.9169,496152.6551
Katowice,Kaskady,37A,40-748,istniejacy,256565.052100001,496904.6717
Katowice,Kaskady,37B,40-748,istniejacy,256563.633099999,496900.0212
Katowice,Tunelowa,22d,40-676,istniejacy,259120.0483,497649.9751
Katowice,Tunelowa,22e,40-676,istniejacy,259128.391000001,497648.6922
Katowice,Tunelowa,22f,40-676,istniejacy,259135.533299999,497648.7726
Katowice,Tunelowa,22g,40-676,istniejacy,259143.033399999,497647.6879
Katowice,Tunelowa,22h,40-676,istniejacy,259150.4133,497647.4491
Katowice,Tunelowa,22i,40-676,istniejacy,259157.433499999,497646.9975
Katowice,Sandacza,78a,40-748,istniejacy,258417.9999,495515.164
Katowice,Tunelowa,148B,40-748,istniejacy,258079.683700001,497074.079
Katowice,Adama Mickiewicza,4,40-092,istniejacy,265834.803200001,501478.8664
Katowice,Kazimierza Kluzika,9,40-583,istniejacy,263154.5655,499244.2701
Katowice,Spokojna,33,40-641,istniejacy,260071.787699999,499131.7047
Katowice,Spokojna,31,40-641,istniejacy,260076.6823,499150.107
Katowice,Spokojna,42,40-641,istniejacy,260097.019200001,499124.7808
Katowice,Spokojna,29,40-641,istniejacy,260082.1384,499171.3936
Katowice,Spokojna,27,40-641,istniejacy,260086.2853,499186.8788
Katowice,Gen. Władysława Sikorskiego,45,40-282,istniejacy,264973.929199999,502994.1972
Katowice,Tunelowa,26,40-676,istniejacy,259015.9165,497599.1212
Katowice,Tunelowa,26a,40-676,istniejacy,259036.6964,497593.9355
Katowice,Tunelowa,26b,40-676,istniejacy,259059.6461,497589.9728
Katowice,Tunelowa,26c,40-676,istniejacy,259077.909399999,497583.7393
Katowice,Tunelowa,78A,40-750,istniejacy,258856.3599,497104.5047
Katowice,Kaskady,39a,40-748,istniejacy,256539.098099999,496820.959
Katowice,Kazimierza Gołby,2b,40-558,istniejacy,262546.771400001,498753.5562
Katowice,Sandacza,25b,40-748,istniejacy,258338.734300001,496336.4673
Katowice,Kaskady,154,40-748,istniejacy,256140.852,496047.109
Katowice,Kaskady,154a,40-748,istniejacy,256133.7227,496056.6868
Katowice,Objazdowa,2a,40-351,prognozowany,266604.730699999,506253.2659
Katowice,Sandacza,37,40-748,istniejacy,258346.4296,496124.1573
Katowice,Sandacza,37b,40-748,istniejacy,258270.623500001,496133.9069
Katowice,Sandacza,58E,40-748,istniejacy,258725.5003,495841.1484
Katowice,Kaskady,27D,40-748,istniejacy,256658.482000001,497095.7244
Katowice,Kaskady,152,40-748,istniejacy,256135.2805,496008.2214
Katowice,Kaskady,82a,40-748,istniejacy,256395.3147,496847.6816
Katowice,Tunelowa,72,40-750,istniejacy,258898.4376,497126.7106
Katowice,Tunelowa,74,40-750,istniejacy,258884.0461,497126.8574
Katowice,Tunelowa,76,40-750,istniejacy,258868.0011,497127.9395
Katowice,Tunelowa,78,40-750,istniejacy,258852.5305,497127.3202
Katowice,Tunelowa,80,40-750,istniejacy,258836.2499,497129.4236
Katowice,Tunelowa,88,40-750,istniejacy,258777.6919,497121.5715
Katowice,Tunelowa,90,40-750,istniejacy,258760.274599999,497122.3593
Katowice,Tunelowa,92,40-750,istniejacy,258742.3167,497121.0613
Katowice,Tunelowa,79a,40-676,istniejacy,258921.8872,497200.3474
Katowice,Przodowników,84,40-806,istniejacy,264026.6106,498697.4911
Katowice,Przodowników,88,40-806,istniejacy,264005.0985,498666.7225
Katowice,Przodowników,104,40-806,istniejacy,263857.0921,498554.1241
Katowice,Przodowników,122,40-806,istniejacy,263646.3432,498411.9379
Katowice,Przodowników,124,40-806,istniejacy,263600.204600001,498409.3999
Katowice,Tunelowa,6,40-676,istniejacy,259039.6701,497812.5442
Katowice,Tunelowa,6a,40-676,istniejacy,259048.926899999,497809.5494
Katowice,Pijarska,5,40-750,istniejacy,258894.5503,498712.37
Katowice,Sandacza,35a,40-748,istniejacy,258368.7831,496167.5479
Katowice,Sandacza,80B,40-748,istniejacy,258430.697000001,495474.5851
Katowice,Tunelowa,26d,40-676,istniejacy,259115.176200001,497581.3023
Katowice,Tunelowa,26e,40-676,istniejacy,259123.123500001,497580.2189
Katowice,Tunelowa,26f,40-676,istniejacy,259130.122500001,497580.8416
Katowice,Tunelowa,26g,40-676,istniejacy,259138.321900001,497580.6872
Katowice,Tunelowa,26h,40-676,istniejacy,259145.4778,497579.461
Katowice,Tunelowa,26i,40-676,istniejacy,259152.231899999,497578.6261
Katowice,Tunelowa,26j,40-676,istniejacy,259159.636399999,497578.5932
Katowice,Tunelowa,26k,40-676,istniejacy,259167.0691,497577.9558
Katowice,Kaskady,85,40-748,istniejacy,256444.363299999,495936.4915
Katowice,Adama Mickiewicza,24,40-092,istniejacy,266040.615900001,501225.2621
Katowice,Tunelowa,94,40-750,istniejacy,258694.705,497122.9854
Katowice,Tunelowa,106,40-750,istniejacy,258588.76,497121.4009
Katowice,Tunelowa,108,40-750,istniejacy,258565.0888,497119.9109
Katowice,Tunelowa,110,40-750,istniejacy,258540.0022,497121.4344
Katowice,Tunelowa,112,40-750,istniejacy,258509.378900001,497121.4645
Katowice,Przodowników,130d,40-806,istniejacy,263650.5921,498282.7666
Katowice,Sandacza,32,40-748,istniejacy,258401.869999999,496278.1629
Katowice,Kaskady,67a,40-748,istniejacy,256341.6231,496313.4025
Katowice,Sandacza,44e,40-748,istniejacy,258804.383300001,496012.8081
Katowice,Tunelowa,26l,40-676,istniejacy,259174.210899999,497577.7871
Katowice,Tunelowa,26m,40-676,istniejacy,259181.883300001,497577.4934
Katowice,Tunelowa,26n,40-676,istniejacy,259189.157299999,497577.3264
Katowice,Tunelowa,26o,40-676,istniejacy,259196.6007,497574.3854
Katowice,Tunelowa,28k,40-676,istniejacy,259161.915999999,497548.1386
Katowice,Tunelowa,28l,40-676,istniejacy,259168.1503,497546.6356
Katowice,Tunelowa,28m,40-676,istniejacy,259175.434800001,497545.6757
Katowice,Tunelowa,28n,40-676,istniejacy,259182.8605,497544.0564
Katowice,Tunelowa,28o,40-676,istniejacy,259191.0812,497542.3157
Katowice,Tunelowa,30k,40-676,istniejacy,259155.299900001,497518.9629
Katowice,Tunelowa,30l,40-676,istniejacy,259161.927200001,497517.7296
Katowice,Tunelowa,30m,40-676,istniejacy,259168.8223,497516.2355
Katowice,Sandacza,2a,40-748,istniejacy,258338.840299999,496673.2055
Katowice,Sandacza,80,40-748,istniejacy,258390.5167,495481.8445
Katowice,Kazimierza Kluzika,17,40-583,istniejacy,263274.9178,499253.7423
Katowice,Tunelowa,114b,40-750,istniejacy,258485.384400001,497073.7398
Katowice,Tunelowa,114,40-750,istniejacy,258486.400699999,497124.5834
Katowice,Tunelowa,150,40-748,istniejacy,258043.534700001,497113.5851
Katowice,Tunelowa,152,40-748,istniejacy,258029.924000001,497137.7862
Katowice,Tunelowa,158,40-748,istniejacy,257991.6549,497138.0912
Katowice,Tunelowa,160,40-748,istniejacy,257935.460999999,497113.8329
Katowice,Tunelowa,162,40-748,istniejacy,257912.490599999,497137.2362
Katowice,Tunelowa,164,40-748,istniejacy,257882.526799999,497138.6184
Katowice,Tunelowa,30n,40-676,istniejacy,259176.3838,497514.3537
Katowice,Tunelowa,30o,40-676,istniejacy,259183.2754,497513.124
Katowice,Tunelowa,30p,40-676,istniejacy,259192.662599999,497513.1176
Katowice,Kaskady,72a,40-748,istniejacy,256397.9312,496934.5298
Katowice,Kaskady,67f,40-748,istniejacy,256350.9144,496239.0695
Katowice,Kaskady,39b,40-748,istniejacy,256532.8533,496802.0844
Katowice,Sandacza,15,40-748,istniejacy,258325.556600001,496452.3723
Katowice,Spokojna,51,40-641,istniejacy,259982.786,498875.8204
Katowice,Spokojna,21,40-641,istniejacy,260120.3278,499291.8146
Katowice,Spokojna,19,40-640,istniejacy,260123.3302,499306.2395
Katowice,Tunelowa,116,40-750,istniejacy,258455.7673,497126.854
Katowice,Tunelowa,120,40-750,istniejacy,258410.783,497110.1513
Katowice,Tunelowa,130,40-750,istniejacy,258300.562999999,497121.3419
Katowice,Tunelowa,132,40-750,istniejacy,258274.817199999,497124.9983
Katowice,Tunelowa,134,40-750,istniejacy,258234.887700001,497133.5765
Katowice,Tunelowa,134c,40-750,istniejacy,258230.1634,497072.0195
Katowice,Tunelowa,136,40-748,istniejacy,258209.6017,497133.9401
Katowice,Tunelowa,142,40-748,istniejacy,258159.520300001,497134.6167
Katowice,Tunelowa,144,40-748,istniejacy,258136.1083,497135.7696
Katowice,Tunelowa,144c,40-748,istniejacy,258130.071799999,497035.5948
Katowice,Sandacza,2b,40-748,istniejacy,258369.1198,496668.1445
Katowice,Sandacza,74a,40-748,istniejacy,258438.5835,495565.9894
Katowice,Kaskady,44,40-748,istniejacy,256568.9789,497115.8971
Katowice,Kaskady,70,40-748,istniejacy,256462.9222,496918.6998
Katowice,Kaskady,148b,40-748,istniejacy,256176.0976,496162.4163
Katowice,Kaskady,148a,40-748,istniejacy,256151.4266,496153.0858
Katowice,Kaskady,148c,40-748,istniejacy,256171.331800001,496185.3906
Katowice,Wincentego Janasa,3a,40-855,istniejacy,266361.930199999,499793.3385
Katowice,Kaskady,45,40-748,istniejacy,256530.607899999,496696.2188
Katowice,Spokojna,22,40-640,istniejacy,260147.4913,499298.113
Katowice,Spokojna,20,40-640,istniejacy,260149.114600001,499307.1854
Katowice,Spokojna,18,40-640,istniejacy,260151.550100001,499322.6354
Katowice,Spokojna,16,40-640,istniejacy,260152.012499999,499328.9169
Katowice,Spokojna,14,40-640,istniejacy,260149.8005,499350.3824
Katowice,Spokojna,12,40-640,istniejacy,260161.020199999,499366.2618
Katowice,Spokojna,17,40-640,istniejacy,260126.857799999,499324.7555
Katowice,Spokojna,15,40-640,istniejacy,260129.409499999,499343.0378
Katowice,Spokojna,11,40-640,istniejacy,260137.000499999,499375.2802
Katowice,Spokojna,9,40-640,istniejacy,260147.8376,499397.38
Katowice,Spokojna,10,40-640,istniejacy,260169.8007,499398.7176
Katowice,Spokojna,10a,40-640,istniejacy,260190.044399999,499388.3794
Katowice,Spokojna,8,40-640,istniejacy,260197.714,499420.4842
Katowice,Spokojna,7a,40-640,istniejacy,260147.646500001,499433.655
Katowice,Spokojna,5,40-640,istniejacy,260179.902000001,499440.8553
Katowice,Spokojna,3,40-640,istniejacy,260199.3345,499467.3538
Katowice,Spokojna,1,40-640,istniejacy,260204.245100001,499493.4352
Katowice,Spokojna,4,40-640,istniejacy,260226.878900001,499460.6257
Katowice,Spokojna,2,40-640,istniejacy,260240.007300001,499491.6864
Katowice,Tunelowa,146,40-748,istniejacy,258105.6808,497136.5945
Katowice,Tunelowa,148,40-748,istniejacy,258077.097100001,497137.6937
Katowice,Tunelowa,73a,40-676,istniejacy,258913.550899999,497245.8183
Katowice,Tunelowa,71a,40-676,istniejacy,258913.853800001,497258.7619
Katowice,Tunelowa,65,40-676,prognozowany,258950.5682,497310.5008
Katowice,Tunelowa,45,40-676,prognozowany,258964.6752,497476.5151
Katowice,Tunelowa,43,40-676,istniejacy,258967.128599999,497502.1036
Katowice,Tunelowa,39,40-676,istniejacy,258976.650800001,497552.5695
Katowice,Tunelowa,7,40-676,istniejacy,259016.080399999,497816.508
Katowice,Tunelowa,5,40-676,istniejacy,259017.874600001,497849.2796
Katowice,Tunelowa,3,40-676,istniejacy,259031.0019,497869.5152
Katowice,Tunelowa,1,40-676,istniejacy,259035.652799999,497884.4723
Katowice,Tunelowa,19D,40-676,istniejacy,258856.0089,497700.7315
Katowice,Tunelowa,19A,40-676,istniejacy,258879.3368,497692.5833
Katowice,Tunelowa,19C,40-676,istniejacy,258863.9177,497697.886
Katowice,Tunelowa,19B,40-676,istniejacy,258871.6272,497695.2346
Katowice,Kaskady,52A,40-748,istniejacy,256494.427100001,497032.3112
Katowice,Kaskady,146a,40-748,istniejacy,256194.5195,496123.1462
Katowice,Tunelowa,63,40-676,istniejacy,258920.0042,497323.8904
Katowice,Wincentego Janasa,15a,40-855,istniejacy,266223.0635,499762.9205
Katowice,Spokojna,35,40-641,istniejacy,260059.9332,499093.9394
Katowice,Konrada Swinarskiego,6,40-748,istniejacy,257011.052200001,495947.9048
Katowice,Kazimierza Kluzika,10,40-583,istniejacy,263122.417400001,499262.9864
Katowice,Kazimierza Kluzika,12,40-583,istniejacy,263150.886299999,499267.0222
Katowice,Kazimierza Kluzika,14,40-583,istniejacy,263181.6865,499268.7717
Katowice,Kazimierza Kluzika,11,40-583,istniejacy,263180.848300001,499246.6552
Katowice,Kazimierza Kluzika,13,40-583,istniejacy,263194.408,499247.6197
Katowice,Kazimierza Kluzika,16,40-583,istniejacy,263198.769300001,499268.0299
Katowice,Tunelowa,10,40-676,istniejacy,259032.567500001,497792.0211
Katowice,Tunelowa,8a,40-676,istniejacy,259089.421700001,497799.2345
Katowice,Tunelowa,12b,40-676,istniejacy,259096.9202,497751.3013
Katowice,Tunelowa,12c,40-676,istniejacy,259118.357799999,497750.0537
Katowice,Tunelowa,14,40-676,istniejacy,259026.031,497742.047
Katowice,Tunelowa,16,40-676,istniejacy,259022.539899999,497721.383
Katowice,Tunelowa,20,40-676,istniejacy,259037.123500001,497677.946
Katowice,Tunelowa,42,40-676,istniejacy,258976.698999999,497426.8531
Katowice,Tunelowa,48,40-676,istniejacy,258965.135399999,497347.294
Katowice,Tunelowa,50,40-676,istniejacy,258975.377,497312.8887
Katowice,Tunelowa,52,40-676,istniejacy,258983.322799999,497280.6851
Katowice,Tunelowa,54,40-676,istniejacy,258963.5175,497264.6591
Katowice,Kaskady,52,40-748,istniejacy,256494.7325,497049.2472
Katowice,Sandacza,58W,40-748,istniejacy,258700.7711,495772.3471
Katowice,Sandacza,80A,40-748,istniejacy,258406.388,495484.1759
Katowice,Plac Marii i Lecha Kaczyńskich,2,40-098,istniejacy,265687.4705,501292.8063
Katowice,Konrada Swinarskiego,8,40-748,istniejacy,256962.931399999,495945.1469
Katowice,Kaskady,160,40-748,istniejacy,256098.0339,496164.0556
Katowice,Pijarska,4,40-750,istniejacy,258848.2644,498774.6135
Katowice,Kaskady,67d,40-748,prognozowany,256319.4421,496240.6608
Katowice,Kaskady,71 a,40-748,istniejacy,256305.8413,496135.6356
Katowice,Sandacza,34,40-748,istniejacy,258390.5582,496218.4173
Katowice,Sandacza,34b,40-748,istniejacy,258410.8861,496211.2013
Katowice,Sandacza,34d,40-748,istniejacy,258431.792300001,496208.7003
Katowice,Sandacza,34a,40-748,istniejacy,258392.244000001,496192.3463
Katowice,Sandacza,34c,40-748,istniejacy,258415.2235,496188.6958
Katowice,Sandacza,34e,40-748,istniejacy,258439.0988,496185.1622
Katowice,Kaskady,146,40-748,istniejacy,256167.899499999,496109.258
Katowice,Kaskady,148,40-748,istniejacy,256136.497199999,496147.879
Katowice,Spokojna,24,40-641,istniejacy,260141.380799999,499281.9217
Katowice,Tunelowa,144b,40-748,istniejacy,258124.451300001,497058.4463
Katowice,Tunelowa,144a,40-748,istniejacy,258121.8718,497084.4029
Katowice,Wincentego Janasa,7a,40-855,istniejacy,266296.2853,499760.7207
Katowice,Tunelowa,92a,40-750,istniejacy,258737.2073,497097.5916
Katowice,Kaskady,47,40-748,istniejacy,256521.278899999,496665.9472
Katowice,Kazimierza Kluzika,18,40-583,istniejacy,263229.939999999,499274.636
Katowice,Kazimierza Kluzika,20,40-583,istniejacy,263260.8816,499273.8948
Katowice,Kazimierza Kluzika,22,40-583,istniejacy,263268.2914,499274.476
Katowice,Kazimierza Kluzika,24,40-583,istniejacy,263285.772600001,499275.1763
Katowice,Kazimierza Kluzika,26,40-583,istniejacy,263293.5287,499275.6411
Katowice,Kazimierza Kluzika,19,40-583,istniejacy,263301.0304,499255.3279
Katowice,Kazimierza Kluzika,21,40-583,istniejacy,263316.7048,499255.839
Katowice,Kazimierza Kluzika,28,40-583,istniejacy,263311.4715,499276.8043
Katowice,Kazimierza Kluzika,30,40-583,istniejacy,263317.723099999,499276.1107
Katowice,Kazimierza Kluzika,32,40-583,istniejacy,263335.664799999,499277.2728
Katowice,Kazimierza Kluzika,23,40-583,istniejacy,263334.068700001,499256.4228
Katowice,Kazimierza Kluzika,34,40-583,istniejacy,263343.998400001,499277.1588
Katowice,Sandacza,58R,40-748,istniejacy,258700.739,495819.1108
Katowice,Sandacza,58O,40-748,istniejacy,258700.1884,495842.4261
Katowice,Sandacza,58U,40-748,istniejacy,258700.6929,495778.1767
Katowice,Sandacza,58N,40-748,istniejacy,258699.869100001,495848.4903
Katowice,Sandacza,58P,40-748,istniejacy,258700.4197,495825.1752
Katowice,Sandacza,58S,40-748,istniejacy,258701.450999999,495801.5095
Katowice,Sandacza,58L,40-748,istniejacy,258698.956700001,495872.1577
Katowice,Sandacza,58M,40-748,istniejacy,258699.161900001,495865.7348
Katowice,Sandacza,58T,40-748,istniejacy,258701.6481,495795.6814
Katowice,Tunelowa,12a,40-676,istniejacy,259080.7436,497763.2334
Katowice,Kaskady,25A,40-748,istniejacy,256613.817199999,497169.1403
Katowice,Sandacza,58,40-748,istniejacy,258723.839199999,495888.9321
Katowice,Sandacza,58A,40-748,istniejacy,258724.038799999,495882.684
Katowice,Sandacza,58B,40-748,istniejacy,258724.5799,495868.2218
Katowice,Sandacza,58C,40-748,istniejacy,258724.9,495861.6279
Katowice,Sandacza,22a,40-748,istniejacy,258504.092800001,496391.4874
Katowice,Sandacza,55 A,40-748,istniejacy,258386.4615,495810.9533
Katowice,Sandacza,34f,40-748,istniejacy,258460.446699999,496212.1797
Katowice,Sandacza,34h,40-748,istniejacy,258483.7267,496208.2494
Katowice,Sandacza,78,40-748,istniejacy,258397.541300001,495516.5204
Katowice,Kaskady,48b,40-748,istniejacy,256523.0031,497070.3539
Katowice,Kaskady,48c,40-748,istniejacy,256485.663000001,497070.3318
Katowice,Kaskady,48a,40-748,istniejacy,256560.566099999,497067.2698
Katowice,Wincentego Styczyńskiego,7,40-059,istniejacy,265334.3027,501190.2459
Katowice,Kazimierza Kluzika,25,40-583,istniejacy,263349.694399999,499257.2361
Katowice,Kazimierza Kluzika,27,40-583,istniejacy,263364.8572,499257.7024
Katowice,Kazimierza Kluzika,29,40-583,istniejacy,263379.438999999,499258.6326
Katowice,Kazimierza Kluzika,31,40-583,istniejacy,263395.049000001,499258.5591
Katowice,Kaskady,71,40-748,istniejacy,256310.2534,496158.702
Katowice,Pijarska,1,40-750,istniejacy,258857.561799999,498636.957
Katowice,Pijarska,3,40-750,istniejacy,258874.0529,498675.6501
Katowice,Pijarska,7,40-750,istniejacy,258907.2196,498764.8212
Katowice,Tunelowa,24c,40-676,istniejacy,259077.054500001,497613.9623
Katowice,Tunelowa,24b,40-676,istniejacy,259056.106699999,497619.0933
Katowice,Tunelowa,24a,40-676,istniejacy,259036.0297,497623.2606
Katowice,Tunelowa,24,40-676,istniejacy,259015.1625,497628.3557
Katowice,Tunelowa,57,40-676,istniejacy,258941.7524,497368.6027
Katowice,Tunelowa,59,40-676,istniejacy,258941.022299999,497362.3866
Katowice,Kaskady,156,40-748,istniejacy,256116.9531,496076.461
Katowice,Kaskady,156a,40-748,istniejacy,256108.4937,496087.2251
Katowice,Kaskady,156b,40-748,istniejacy,256104.438999999,496095.9366
Katowice,Kaskady,27E,40-478,wTrakcieBudowy,256640.239399999,497094.6992
Katowice,Tunelowa,86,40-750,istniejacy,258794.255100001,497122.0458
Katowice,Tunelowa,17,40-676,wTrakcieBudowy,258922.3344,497682.9077
Katowice,Tunelowa,17A,40-676,wTrakcieBudowy,258913.883199999,497685.9053
Katowice,Tunelowa,17B,40-676,wTrakcieBudowy,258904.388800001,497689.3498
Katowice,Tunelowa,17C,40-676,wTrakcieBudowy,258895.356899999,497692.6853
Katowice,Sandacza,71B,40-748,istniejacy,258362.613,495543.7891
Katowice,Sandacza,71,40-748,wTrakcieBudowy,258379.2423,495543.0235
Katowice,Sandacza,71A,40-748,wTrakcieBudowy,258371.3708,495543.649
Katowice,Pijarska,10,40-750,wTrakcieBudowy,258966.852700001,499080.4306
Katowice,Sandacza,34G,40-748,wTrakcieBudowy,258458.2568,496183.1169
Katowice,Sandacza,5,40-748,istniejacy,258300.4769,496617.2837
Katowice,Sandacza,71G,40-748,istniejacy,258307.1613,495550.4229
Katowice,Sandacza,65D,40-748,istniejacy,258344.850400001,495646.0929
Katowice,Sandacza,65E,40-748,istniejacy,258331.251700001,495647.0693
Katowice,Kaskady,90,40-748,istniejacy,256480.505100001,496767.8009
Katowice,Kaskady,80,40-748,istniejacy,256486.654300001,496793.011
Katowice,Kaskady,88,40-748,istniejacy,256482.092800001,496774.1704
Katowice,Kaskady,84,40-748,istniejacy,256485.1647,496786.7948
Katowice,Kaskady,86,40-748,istniejacy,256483.5812,496780.482
Katowice,Sandacza,65B,40-748,istniejacy,258368.6877,495644.2778
Katowice,Sandacza,65C,40-748,istniejacy,258355.7027,495645.3433
Katowice,Kaskady,31A,40-748,istniejacy,256636.1196,497045.4407
Katowice,Spokojna,33A,40-641,wTrakcieBudowy,260065.751,499108.7359
Katowice,Kaskady,91,40-748,prognozowany,256557.9013,495919.6495
Katowice,Kaskady,24B,40-748,istniejacy,256546.410800001,497245.9448
Katowice,Konrada Swinarskiego,2,40-748,wTrakcieBudowy,257143.688200001,495904.6878
Katowice,Konrada Swinarskiego,2A,40-748,wTrakcieBudowy,257141.3531,495905.2911
Katowice,Konrada Swinarskiego,2B,40-748,wTrakcieBudowy,257139.442500001,495905.7943
Katowice,Konrada Swinarskiego,2C,40-748,wTrakcieBudowy,257137.1088,495906.2919
Katowice,Konrada Swinarskiego,2D,40-748,wTrakcieBudowy,257125.1206,495908.987
Katowice,Konrada Swinarskiego,2E,40-748,wTrakcieBudowy,257122.8927,495909.486
Katowice,Konrada Swinarskiego,2F,40-748,wTrakcieBudowy,257120.7706,495909.9863
Katowice,Konrada Swinarskiego,2G,40-748,wTrakcieBudowy,257118.1183,495910.5854
Katowice,Konrada Swinarskiego,2H,40-748,wTrakcieBudowy,257107.0831,495913.1876
Katowice,Konrada Swinarskiego,2I,40-748,wTrakcieBudowy,257104.751,495913.5793
Katowice,Konrada Swinarskiego,2J,40-748,wTrakcieBudowy,257102.839,495914.1883
Katowice,Konrada Swinarskiego,2K,40-748,wTrakcieBudowy,257100.399499999,495914.6845
Katowice,Sandacza,65A,40-748,istniejacy,258379.143100001,495643.1574
Katowice,Sandacza,65,40-748,istniejacy,258391.672700001,495642.4595
Katowice,Tunelowa,28I,40-676,istniejacy,259134.6358,497545.3919
Katowice,Tunelowa,28G,40-676,istniejacy,259121.429099999,497548.2292
Katowice,Tunelowa,28J,40-676,istniejacy,259140.8435,497543.8886
Katowice,Tunelowa,28F,40-676,istniejacy,259114.906300001,497549.5697
Katowice,Tunelowa,28H,40-676,istniejacy,259128.1128,497546.7323
Katowice,Gen. Władysława Sikorskiego,18A,40-282,istniejacy,265035.534299999,502571.1596
Katowice,Sandacza,71I,40-748,wTrakcieBudowy,258258.8433,495557.0105
Katowice,Konrada Swinarskiego,4,40-748,wTrakcieBudowy,257078.4574,495907.462
Katowice,Konrada Swinarskiego,4A,40-748,wTrakcieBudowy,257080.939099999,495914.7005
Katowice,Konrada Swinarskiego,4B,40-748,wTrakcieBudowy,257083.397399999,495923.6832
Katowice,Konrada Swinarskiego,4C,40-748,wTrakcieBudowy,257084.7686,495934.5474
Katowice,Konstantego Damrota,26,40-022,prognozowany,264775.5395,502149.7346
Katowice,Sandacza,62,40-748,prognozowany,258757.0658,495751.7462
Katowice,Jana Heweliusza,10,40-751,istniejacy,263270.8092,497074.012
Katowice,Jana Heweliusza,12,40-751,istniejacy,263276.4936,497072.6871
Katowice,Jana Heweliusza,9,40-751,istniejacy,263272.471799999,497040.2546
Katowice,Jana Heweliusza,11,40-751,istniejacy,263278.6833,497037.6052
Katowice,Jana Heweliusza,13,40-751,istniejacy,263284.5107,497036.3088
Katowice,Jana Heweliusza,15,40-751,istniejacy,263290.195900001,497034.4007
Katowice,Jana Heweliusza,17,40-751,istniejacy,263296.417400001,497032.5313
Katowice,Jana Heweliusza,19,40-751,istniejacy,263302.2289,497030.5944
Katowice,Jana Heweliusza,21,40-751,istniejacy,263308.3128,497028.4434
Katowice,Jana Heweliusza,23,40-751,istniejacy,263314.160399999,497027.0021
Katowice,Sandomierska,10,40-216,istniejacy,266831.1329,503158.609
Katowice,Sandomierska,12,40-216,istniejacy,266861.3051,503138.6333
Katowice,Sandomierska,14,40-216,istniejacy,266898.129899999,503137.7485
Katowice,Katowicka,60,40-174,istniejacy,266953.956800001,501964.7054
Katowice,Katowicka,60a,40-174,istniejacy,266980.538799999,501972.3779
Katowice,Katowicka,60b,40-174,istniejacy,266996.939999999,501978.7803
Katowice,Katowicka,60c,40-174,istniejacy,267015.025599999,501984.8486
Katowice,Katowicka,62,40-174,istniejacy,266963.1394,501939.3889
Katowice,Katowicka,62a,40-174,istniejacy,266988.9636,501945.2932
Katowice,Katowicka,61,40-174,istniejacy,266963.8467,501848.3579
Katowice,Katowicka,46b,40-173,istniejacy,266905.4366,502240.8561
Katowice,Katowicka,46c,40-173,istniejacy,266920.0373,502246.7058
Katowice,Katowicka,48b,40-173,istniejacy,266916.215500001,502213.5803
Katowice,Katowicka,48c,40-173,istniejacy,266932.046599999,502219.0476
Katowice,Katowicka,29a,40-174,istniejacy,266809.8837,502237.2998
Katowice,Katowicka,31a,40-174,istniejacy,266818.521600001,502209.8953
Katowice,Katowicka,33a,40-174,istniejacy,266827.0769,502182.2448
Katowice,Katowicka,35a,40-174,istniejacy,266837.436000001,502155.415
Katowice,Katowicka,37a,40-174,istniejacy,266846.9734,502128.0095
Katowice,Katowicka,39a,40-174,istniejacy,266862.8423,502081.8963
Katowice,Katowicka,41a,40-174,istniejacy,266874.019099999,502055.8041
Katowice,Katowicka,43a,40-174,istniejacy,266881.5843,502028.7249
Katowice,Katowicka,45a,40-174,istniejacy,266892.350099999,502001.9756
Katowice,Bohaterów Monte Cassino,1,40-231,istniejacy,265897.813200001,503748.5394
Katowice,Bohaterów Monte Cassino,3,40-231,istniejacy,265964.8499,503755.6785
Katowice,Bohaterów Monte Cassino,6,40-231,istniejacy,265921.191400001,503853.2773
Katowice,Jana Heweliusza,25,40-751,istniejacy,263333.059699999,497024.9227
Katowice,Jana Heweliusza,27,40-751,istniejacy,263338.331800001,497026.173
Katowice,Jana Heweliusza,29,40-751,istniejacy,263344.6295,497027.3948
Katowice,Jana Heweliusza,31,40-751,istniejacy,263350.712300001,497028.7005
